engine,dataset,num_nodes,num_edges,csr_nnz,mpi_ranks,omp_threads,damping,tol,iterations,converged,final_error,load_time_s,total_time_s,spmv_time_s,comm_time_s,comp_time_s,damp_time_s,comm_pct,comp_pct,avg_spmv_ms,avg_comm_ms,avg_comp_ms,mem_before_kb,mem_after_kb,mem_peak_rss_kb,l1_vs_ref,top10_match
MPI_CSR_p2,soc-LiveJournal1,4847571,68993773,68993773,2,4,0.85,1e-06,51,yes,8.67001e-07,23.9599,57.2762,34.9781,13.92,21.0581,2.06529,39.7964,60.2036,685.845,272.942,412.903,879736,984032,984032,-1,0
Hybrid_p2_t4,soc-LiveJournal1,4847571,68993773,68993773,2,4,0.85,1e-06,51,yes,8.67001e-07,23.9599,57.4764,35.2227,13.8808,21.3419,2.05056,39.4087,60.5913,690.642,272.173,418.469,908288,984080,984080,-1,0
