engine,dataset,num_nodes,num_edges,csr_nnz,mpi_ranks,omp_threads,damping,tol,iterations,converged,final_error,load_time_s,total_time_s,spmv_time_s,comm_time_s,comp_time_s,damp_time_s,comm_pct,comp_pct,avg_spmv_ms,avg_comm_ms,avg_comp_ms,mem_before_kb,mem_after_kb,mem_peak_rss_kb,l1_vs_ref,top10_match
MPI_CSR_p4,soc-LiveJournal1,4847571,68993773,68993773,4,1,0.85,1e-06,51,yes,8.67001e-07,65.599,176.451,126.715,64.8655,61.8493,7.95731,51.1901,48.8099,2484.6,1271.87,1212.73,881452,971584,971584,-1,0
Hybrid_p4_t1,soc-LiveJournal1,4847571,68993773,68993773,4,1,0.85,1e-06,51,yes,8.67001e-07,65.599,175.51,125.724,64.2239,61.4997,7.8818,51.0834,48.9166,2465.17,1259.29,1205.88,895840,971600,971600,-1,0
