engine,dataset,num_nodes,num_edges,csr_nnz,mpi_ranks,omp_threads,damping,tol,iterations,converged,final_error,load_time_s,total_time_s,spmv_time_s,comm_time_s,comp_time_s,damp_time_s,comm_pct,comp_pct,avg_spmv_ms,avg_comm_ms,avg_comp_ms,mem_before_kb,mem_after_kb,mem_peak_rss_kb,l1_vs_ref,top10_match
MPI_CSR_p2,soc-LiveJournal1,4847571,68993773,68993773,2,2,0.85,1e-06,51,yes,8.67001e-07,11.1023,10.8763,7.38689,1.50594,5.88095,0.268059,20.3867,79.6133,144.841,29.5283,115.313,1027328,1207568,1207568,2.36787e-14,10
Hybrid_p2_t2,soc-LiveJournal1,4847571,68993773,68993773,2,2,0.85,1e-06,51,yes,8.67001e-07,11.1023,9.69409,6.15408,1.63918,4.5149,0.267926,26.6357,73.3643,120.668,32.1408,88.5274,1283312,1283408,1283408,2.36787e-14,10
