engine,dataset,num_nodes,num_edges,csr_nnz,mpi_ranks,omp_threads,damping,tol,iterations,converged,final_error,load_time_s,total_time_s,spmv_time_s,comm_time_s,comp_time_s,damp_time_s,comm_pct,comp_pct,avg_spmv_ms,avg_comm_ms,avg_comp_ms,mem_before_kb,mem_after_kb,mem_peak_rss_kb,l1_vs_ref,top10_match
MPI_CSR_p8,web-Google,916428,5105039,5105039,8,2,0.85,1e-06,62,yes,8.72947e-07,7.62902,151.984,117.873,116.398,1.47454,2.05795,98.749,1.25096,1901.18,1877.39,23.7829,80644,117612,117612,-1,0
Hybrid_p8_t2,web-Google,916428,5105039,5105039,8,2,0.85,1e-06,62,yes,8.72947e-07,7.62902,150.375,117.262,116.475,0.787133,1.93938,99.3287,0.671261,1891.32,1878.63,12.6957,117612,117640,117640,-1,0
