engine,dataset,num_nodes,num_edges,csr_nnz,mpi_ranks,omp_threads,damping,tol,iterations,converged,final_error,load_time_s,total_time_s,spmv_time_s,comm_time_s,comp_time_s,damp_time_s,comm_pct,comp_pct,avg_spmv_ms,avg_comm_ms,avg_comp_ms,mem_before_kb,mem_after_kb,mem_peak_rss_kb,l1_vs_ref,top10_match
MPI_CSR_p8,web-Stanford,281903,2312497,2312497,8,2,0.85,1e-06,63,yes,9.22275e-07,2.27436,94.5167,73.8257,73.6399,0.185859,0.239421,99.7482,0.251754,1171.84,1168.89,2.95014,39688,53640,53640,4.44303e-15,10
Hybrid_p8_t2,web-Stanford,281903,2312497,2312497,8,2,0.85,1e-06,63,yes,9.22275e-07,2.27436,95.3364,73.2241,73.0459,0.178186,0.17522,99.7567,0.243343,1162.29,1159.46,2.82835,57972,58072,58072,4.44303e-15,10
